Rk,Conf,Div,W,L,W_percentage,Unadjusted_MOV,Unadjusted_ORtg,Unadjusted_DRtg,Unadjusted_NRtg,Adjusted_MOV,Adjusted_ORtg,Adjusted_DRtg,Adjusted_NRtg,Season,Team
7,W,P,40,26,0.606,2.56,109.49,106.69,2.8,2.82,109.26,106.18,3.09,2012,Los Angeles Clippers
4,W,P,56,26,0.683,6.45,111.62,104.47,7.16,6.43,111.58,104.44,7.13,2013,Los Angeles Clippers
2,W,P,57,25,0.695,6.98,112.89,105.64,7.25,7.27,112.88,105.33,7.56,2014,Los Angeles Clippers
2,W,P,56,26,0.683,6.59,113.21,106.22,6.98,6.8,113.35,106.14,7.21,2015,Los Angeles Clippers
6,W,P,53,29,0.646,4.28,109.04,104.57,4.47,4.13,108.69,104.39,4.31,2016,Los Angeles Clippers
4,W,P,51,31,0.622,4.29,113.38,108.88,4.5,4.42,113.46,108.82,4.64,2017,Los Angeles Clippers
17,W,P,42,40,0.512,0.04,110.97,111.02,-0.05,0.15,111.06,111,0.07,2018,Los Angeles Clippers
6,W,P,56,26,0.683,3.38,109.15,105.56,3.59,3.74,109.33,105.33,4.01,2001,Los Angeles Lakers
2,W,P,58,24,0.707,7.12,110.29,102.52,7.77,7.15,110.12,102.3,7.82,2002,Los Angeles Lakers
9,W,P,50,32,0.61,2.33,107.96,105.55,2.41,2.71,108.18,105.35,2.83,2003,Los Angeles Lakers
7,W,P,56,26,0.683,3.9,106.23,102.06,4.16,4.35,106.2,101.54,4.65,2004,Los Angeles Lakers
22,W,P,34,48,0.415,-2.96,108.86,112.12,-3.27,-2.33,109.16,111.74,-2.58,2005,Los Angeles Lakers
7,W,P,45,37,0.549,2.5,109.26,106.59,2.67,2.53,109.46,106.77,2.69,2006,Los Angeles Lakers
12,W,P,42,40,0.512,-0.07,109.09,109.28,-0.19,0.24,109.18,109.02,0.16,2007,Los Angeles Lakers
2,W,P,57,25,0.695,7.26,113.71,106.08,7.63,7.34,113.72,105.99,7.73,2008,Los Angeles Lakers
3,W,P,65,17,0.793,7.66,113.43,105.29,8.14,7.11,113,105.45,7.55,2009,Los Angeles Lakers
5,W,P,57,25,0.695,4.72,109.51,104.57,4.93,4.78,109.32,104.32,5,2010,Los Angeles Lakers
3,W,P,57,25,0.695,6.11,111.61,105,6.61,6.01,111.4,104.89,6.51,2011,Los Angeles Lakers
13,W,P,41,25,0.621,1.42,106.62,105.07,1.55,1.96,106.6,104.45,2.15,2012,Los Angeles Lakers
10,W,P,45,37,0.549,1.16,108.49,107.23,1.27,1.48,108.48,106.86,1.62,2013,Los Angeles Lakers
25,W,P,27,55,0.329,-6.29,104.89,111.01,-6.13,-5.33,105.23,110.38,-5.15,2014,Los Angeles Lakers
27,W,P,21,61,0.256,-6.84,104.07,111.44,-7.36,-6.17,104.26,110.9,-6.65,2015,Los Angeles Lakers
29,W,P,17,65,0.207,-9.56,102.29,112.4,-10.12,-8.92,102.49,111.92,-9.43,2016,Los Angeles Lakers
28,W,P,26,56,0.317,-6.88,106.69,113.72,-7.02,-6.29,106.96,113.38,-6.42,2017,Los Angeles Lakers
21,W,P,35,47,0.427,-1.55,107.1,108.64,-1.54,-1.43,106.96,108.39,-1.43,2018,Los Angeles Lakers
24,W,M,23,59,0.28,-5.73,100.04,106.39,-6.35,-4.94,100.24,105.72,-5.47,2001,Memphis Grizzlies
28,W,M,23,59,0.28,-7.44,98.9,107.09,-8.19,-6.74,98.92,106.32,-7.4,2002,Memphis Grizzlies
22,W,M,28,54,0.341,-3.23,104.47,108.08,-3.62,-2.59,104.79,107.71,-2.92,2003,Memphis Grizzlies
8,W,M,50,32,0.61,2.44,105.56,102.97,2.6,2.95,105.58,102.41,3.16,2004,Memphis Grizzlies
8,W,SW,45,37,0.549,2.29,106.5,103.89,2.61,2.63,106.57,103.6,2.97,2005,Memphis Grizzlies
5,W,SW,49,33,0.598,3.7,107.11,102.69,4.42,3.74,107.1,102.66,4.44,2006,Memphis Grizzlies
29,W,SW,22,60,0.268,-5.15,107.37,112.95,-5.58,-4.44,107.74,112.54,-4.81,2007,Memphis Grizzlies
24,W,SW,22,60,0.268,-6.21,105.44,112.07,-6.62,-5.75,105.72,111.86,-6.14,2008,Memphis Grizzlies
26,W,SW,24,58,0.293,-5.46,104.51,110.62,-6.12,-5.22,104.48,110.33,-5.84,2009,Memphis Grizzlies
17,W,SW,40,42,0.488,-1.51,109.07,110.71,-1.64,-1.38,109,110.49,-1.49,2010,Memphis Grizzlies
10,W,SW,46,36,0.561,2.34,108.52,105.98,2.55,2.55,108.42,105.65,2.77,2011,Memphis Grizzlies
11,W,SW,41,25,0.621,2.02,104.81,102.57,2.24,2.43,104.59,101.89,2.7,2012,Memphis Grizzlies
6,W,SW,56,26,0.683,4.15,105.95,101.22,4.74,4.33,105.72,100.79,4.93,2013,Memphis Grizzlies
13,W,SW,50,32,0.61,1.57,107.12,105.47,1.66,2.17,107.18,104.89,2.29,2014,Memphis Grizzlies
8,W,SW,55,27,0.671,3.24,106.44,102.9,3.55,3.62,106.35,102.41,3.94,2015,Memphis Grizzlies
20,W,SW,42,40,0.512,-2.24,106.36,108.69,-2.33,-2.13,106.23,108.45,-2.22,2016,Memphis Grizzlies
11,W,SW,43,39,0.524,0.49,108.59,107.89,0.7,0.96,108.71,107.55,1.17,2017,Memphis Grizzlies
27,W,SW,22,60,0.268,-6.21,105.29,111.85,-6.57,-5.81,105.44,111.59,-6.15,2018,Memphis Grizzlies
13,E,A,50,32,0.61,2.29,101.88,99.39,2.49,1.72,101.67,99.81,1.87,2001,Miami Heat
21,E,A,36,46,0.439,-1.54,99.28,101.15,-1.88,-1.85,99.08,101.31,-2.22,2002,Miami Heat
26,E,A,25,57,0.305,-5.05,97.53,103.31,-5.78,-5.13,97.37,103.23,-5.87,2003,Miami Heat
15,E,A,42,40,0.512,0.52,102.92,102.48,0.43,-0.13,102.81,103.08,-0.28,2004,Miami Heat
4,E,SE,59,23,0.72,6.52,111.08,103.74,7.33,5.76,110.81,104.31,6.5,2005,Miami Heat
6,E,SE,52,30,0.634,3.87,109.53,105.34,4.19,3.59,109.28,105.38,3.9,2006,Miami Heat
19,E,SE,44,38,0.537,-0.91,105.25,106.36,-1.12,-1.21,105.23,106.67,-1.44,2007,Miami Heat
30,E,SE,15,67,0.183,-8.65,101.13,110.8,-9.68,-8.53,101.12,110.64,-9.52,2008,Miami Heat
14,E,SE,43,39,0.524,0.26,108.34,108.28,0.06,0.49,108.56,108.24,0.32,2009,Miami Heat
13,E,SE,47,35,0.573,2.28,107.63,105.06,2.57,2,107.58,105.32,2.26,2010,Miami Heat
1,E,SE,58,24,0.707,7.46,112.62,104.35,8.27,6.76,112.43,104.94,7.49,2011,Miami Heat
4,E,SE,46,20,0.697,5.98,107.66,101.1,6.56,5.72,107.97,101.71,6.26,2012,Miami Heat
2,E,SE,66,16,0.805,7.87,113.43,104.77,8.67,7.03,113.28,105.53,7.75,2013,Miami Heat
6,E,SE,54,28,0.659,4.76,112.13,106.75,5.38,4.15,112.15,107.42,4.73,2014,Miami Heat
24,E,SE,37,45,0.451,-2.6,104.86,107.91,-3.05,-2.92,104.99,108.36,-3.37,2015,Miami Heat
12,E,SE,48,34,0.585,1.65,107.01,105.34,1.67,1.5,107.08,105.56,1.52,2016,Miami Heat
12,E,SE,41,41,0.5,1.06,108.73,107.65,1.09,0.78,108.62,107.84,0.79,2017,Miami Heat
16,E,SE,44,38,0.537,0.48,107.63,107.12,0.51,0.15,107.47,107.28,0.18,2018,Miami Heat
8,E,C,52,30,0.634,3.88,109.52,105.34,4.18,3.13,109.42,106.06,3.36,2001,Milwaukee Bucks
18,E,C,41,41,0.5,-0.22,107.78,108,-0.22,-0.62,107.93,108.6,-0.68,2002,Milwaukee Bucks
16,E,C,42,40,0.512,0.23,109.62,109.36,0.26,-0.24,109.72,109.97,-0.25,2003,Milwaukee Bucks
12,E,C,41,41,0.5,1.06,107.28,106.09,1.19,0.42,107.34,106.85,0.49,2004,Milwaukee Bucks
25,E,C,30,52,0.366,-2.99,107,110.42,-3.42,-3.09,107.21,110.72,-3.51,2005,Milwaukee Bucks
17,E,C,40,42,0.488,-1.04,106.81,107.98,-1.17,-1.07,106.8,108,-1.2,2006,Milwaukee Bucks
28,E,C,28,54,0.341,-4.38,107.63,112.34,-4.71,-4.44,107.89,112.66,-4.77,2007,Milwaukee Bucks
28,E,C,26,56,0.317,-6.89,105.74,113.43,-7.68,-6.91,105.95,113.64,-7.69,2008,Milwaukee Bucks
19,E,C,34,48,0.415,-1.09,107.44,108.61,-1.18,-0.87,107.6,108.54,-0.94,2009,Milwaukee Bucks
14,E,C,46,36,0.561,1.7,105.74,103.81,1.94,1.38,105.68,104.09,1.59,2010,Milwaukee Bucks
17,E,C,35,47,0.427,-0.84,102.47,103.46,-1,-1.01,102.29,103.48,-1.18,2011,Milwaukee Bucks
19,E,C,31,35,0.47,0.27,106.07,105.73,0.34,-0.23,106.13,106.34,-0.21,2012,Milwaukee Bucks
20,E,C,38,44,0.463,-1.5,104.28,106.02,-1.74,-1.82,104.2,106.29,-2.09,2013,Milwaukee Bucks
29,E,C,15,67,0.183,-8.18,103.67,112.67,-9,-8.41,103.88,113.1,-9.23,2014,Milwaukee Bucks
17,E,C,41,41,0.5,0.43,103.57,103.18,0.38,-0.09,103.33,103.49,-0.16,2015,Milwaukee Bucks
26,E,C,33,49,0.402,-4.18,105.06,109.65,-4.59,-3.98,105.32,109.69,-4.37,2016,Milwaukee Bucks
17,E,C,42,40,0.512,-0.18,109.92,110.16,-0.23,-0.44,109.96,110.46,-0.5,2017,Milwaukee Bucks
20,E,C,44,38,0.537,-0.3,110.67,110.98,-0.31,-0.45,110.7,111.16,-0.46,2018,Milwaukee Bucks
12,W,M,47,35,0.573,1.35,106,104.4,1.61,1.81,106.12,104.01,2.11,2001,Minnesota Timberwolves
5,W,M,50,32,0.61,3.38,109.79,105.97,3.82,3.58,109.78,105.73,4.05,2002,Minnesota Timberwolves
10,W,M,51,31,0.622,2.07,106.81,104.5,2.31,2.46,106.97,104.23,2.73,2003,Minnesota Timberwolves
2,W,M,58,24,0.707,5.49,106.53,100.3,6.23,5.86,106.41,99.79,6.62,2004,Minnesota Timberwolves
11,W,NW,44,38,0.537,1.45,108.99,107.35,1.64,1.73,108.98,107.05,1.93,2005,Minnesota Timberwolves
21,W,NW,33,49,0.402,-1.88,103.52,105.65,-2.13,-1.75,103.59,105.58,-1.99,2006,Minnesota Timberwolves
23,W,NW,32,50,0.39,-3.67,104.58,108.64,-4.06,-3.16,104.64,108.15,-3.51,2007,Minnesota Timberwolves
25,W,NW,22,60,0.268,-6.78,104.42,111.96,-7.54,-6.25,104.62,111.59,-6.97,2008,Minnesota Timberwolves
25,W,NW,24,58,0.293,-4.91,106.75,112.18,-5.43,-4.74,106.78,112,-5.23,2009,Minnesota Timberwolves
29,W,NW,15,67,0.183,-9.6,102.34,112.31,-9.97,-9.06,102.38,111.78,-9.4,2010,Minnesota Timberwolves
26,W,NW,17,65,0.207,-6.63,104.84,111.69,-6.85,-5.97,104.93,111.07,-6.15,2011,Minnesota Timberwolves
21,W,NW,26,40,0.394,-2.2,104.85,107,-2.15,-1.83,104.65,106.4,-1.75,2012,Minnesota Timberwolves
19,W,NW,31,51,0.378,-2.37,103.61,106.23,-2.63,-1.83,103.66,105.7,-2.04,2013,Minnesota Timberwolves
10,W,NW,40,42,0.488,2.67,109.41,106.7,2.7,3.1,109.4,106.25,3.15,2014,Minnesota Timberwolves
28,W,NW,16,66,0.195,-8.79,103.63,112.98,-9.36,-8,103.98,112.5,-8.52,2015,Minnesota Timberwolves
25,W,NW,29,53,0.354,-3.54,107.17,111.02,-3.86,-3.38,107.17,110.86,-3.68,2016,Minnesota Timberwolves
19,W,NW,31,51,0.378,-1.11,111.54,112.74,-1.2,-0.63,111.75,112.46,-0.71,2017,Minnesota Timberwolves
10,W,NW,47,35,0.573,2.23,114.24,111.86,2.38,2.35,114.41,111.91,2.5,2018,Minnesota Timberwolves
15,E,C,46,36,0.561,2.1,102.57,100.34,2.23,1.45,102.26,100.73,1.52,2001,New Orleans Pelicans
14,E,C,44,38,0.537,0.96,105.13,104.06,1.07,0.57,105.02,104.4,0.62,2002,New Orleans Pelicans
14,E,C,47,35,0.573,2.11,104.61,102.28,2.33,1.52,104.36,102.68,1.69,2003,New Orleans Pelicans
18,E,C,41,41,0.5,-0.1,103.36,103.47,-0.12,-0.72,103.25,104.05,-0.79,2004,New Orleans Pelicans
29,W,SW,18,64,0.22,-7.07,100.72,108.89,-8.17,-6.3,101,108.32,-7.32,2005,New Orleans Pelicans
24,W,SW,38,44,0.463,-2.82,104.5,107.77,-3.27,-2.51,104.62,107.56,-2.94,2006,New Orleans Pelicans
18,W,SW,39,43,0.476,-1.57,105.68,107.51,-1.83,-1.2,105.78,107.19,-1.41,2007,New Orleans Pelicans
5,W,SW,56,26,0.683,5.28,112.21,106.44,5.77,5.46,112.3,106.34,5.96,2008,New Orleans Pelicans
13,W,SW,49,33,0.598,1.55,109.75,108.07,1.68,1.41,109.6,108.07,1.53,2009,New Orleans Pelicans
20,W,SW,37,45,0.451,-2.46,108.19,110.92,-2.73,-2.26,108.15,110.67,-2.52,2010,New Orleans Pelicans
13,W,SW,46,36,0.561,0.89,107.25,106.19,1.06,1.28,107.18,105.7,1.48,2011,New Orleans Pelicans
23,W,SW,21,45,0.318,-3.76,101.82,105.98,-4.16,-3.11,101.68,105.11,-3.44,2012,New Orleans Pelicans
23,W,SW,27,55,0.329,-3.87,106.63,110.97,-4.34,-3.11,107.03,110.54,-3.51,2013,New Orleans Pelicans
21,W,SW,34,48,0.415,-2.71,107.98,110.9,-2.92,-1.98,108.18,110.35,-2.16,2014,New Orleans Pelicans
13,W,SW,45,37,0.549,0.79,108.95,108.15,0.8,1.13,109.04,107.88,1.16,2015,New Orleans Pelicans
24,W,SW,30,52,0.366,-3.79,106.27,110.17,-3.89,-3.55,106.32,109.96,-3.63,2016,New Orleans Pelicans
22,W,SW,34,48,0.415,-2.1,105.81,108.01,-2.2,-1.69,105.79,107.57,-1.78,2017,New Orleans Pelicans
12,W,SW,48,34,0.585,1.3,110.29,109.05,1.24,1.48,110.37,108.95,1.42,2018,New Orleans Pelicans
11,E,A,48,34,0.585,2.63,102.12,99.01,3.11,1.98,101.82,99.44,2.38,2001,New York Knicks
23,E,A,30,52,0.366,-3.99,102.02,106.38,-4.36,-4.15,102.1,106.66,-4.56,2002,New York Knicks
21,E,A,37,45,0.451,-1.35,105.34,106.81,-1.47,-1.61,105.37,107.12,-1.75,2003,New York Knicks
19,E,A,39,43,0.476,-1.48,102.39,104.02,-1.63,-1.97,102.4,104.56,-2.17,2004,New York Knicks
24,E,A,33,49,0.402,-2.44,106.93,109.59,-2.66,-2.73,107.05,110.01,-2.96,2005,New York Knicks
29,E,A,23,59,0.28,-6.4,104.74,111.87,-7.14,-6.3,104.74,111.74,-7,2006,New York Knicks
22,E,A,33,49,0.402,-2.85,106.39,109.53,-3.14,-3.06,106.45,109.82,-3.38,2007,New York Knicks
26,E,A,23,59,0.28,-6.61,105.34,112.45,-7.11,-6.54,105.54,112.57,-7.03,2008,New York Knicks
21,E,A,32,50,0.39,-2.61,108.7,111.41,-2.71,-2.33,109.03,111.44,-2.41,2009,New York Knicks
23,E,A,29,53,0.354,-3.82,108.22,112.2,-3.98,-4.01,108.33,112.52,-4.19,2010,New York Knicks
15,E,A,42,40,0.512,0.78,111.76,110.92,0.84,0.48,112,111.48,0.51,2011,New York Knicks
10,E,A,36,30,0.545,3.2,105.51,101.86,3.64,2.39,105.45,102.7,2.75,2012,New York Knicks
7,E,A,54,28,0.659,4.23,111.83,106.92,4.91,3.73,111.88,107.53,4.35,2013,New York Knicks
18,E,A,37,45,0.451,-0.79,109.27,109.97,-0.7,-1.4,109.25,110.58,-1.33,2014,New York Knicks
30,E,A,17,65,0.207,-9.32,100.89,111.01,-10.13,-9.49,101.06,111.36,-10.3,2015,New York Knicks
23,E,A,32,50,0.39,-2.73,105.41,108.43,-3.03,-2.73,105.55,108.58,-3.02,2016,New York Knicks
25,E,A,31,51,0.378,-3.67,108.57,112.35,-3.77,-3.87,108.62,112.6,-3.98,2017,New York Knicks
23,E,A,29,53,0.354,-3.56,107.72,111.36,-3.65,-3.53,107.77,111.38,-3.61,2018,New York Knicks
16,W,P,44,38,0.537,0.02,106.53,106.38,0.14,0.55,106.74,106.03,0.71,2001,Oklahoma City Thunder
7,W,P,45,37,0.549,3.02,109.77,106.3,3.47,3.24,109.78,106.06,3.72,2002,Oklahoma City Thunder
15,W,P,40,42,0.488,-0.12,104.48,104.63,-0.14,0.37,104.64,104.25,0.4,2003,Oklahoma City Thunder
13,W,P,37,45,0.451,-0.63,108.11,108.79,-0.69,0.02,108.41,108.38,0.03,2004,Oklahoma City Thunder
7,W,NW,52,30,0.634,2.29,113.09,110.41,2.68,2.59,113.33,110.34,2.99,2005,Oklahoma City Thunder
26,W,NW,35,47,0.427,-3.02,111.99,115.45,-3.45,-2.88,112.49,115.79,-3.31,2006,Oklahoma City Thunder
21,W,NW,31,51,0.378,-2.89,108.21,111.52,-3.31,-2.45,108.45,111.27,-2.82,2007,Oklahoma City Thunder
29,W,NW,20,62,0.244,-8.76,101.17,110.16,-8.99,-8.04,101.3,109.54,-8.24,2008,Oklahoma City Thunder
27,W,NW,23,59,0.28,-6.1,103.59,110.06,-6.47,-6.03,103.41,109.82,-6.41,2009,Oklahoma City Thunder
9,W,NW,50,32,0.61,3.49,109.18,105.43,3.75,3.55,109.06,105.23,3.82,2010,Oklahoma City Thunder
9,W,NW,55,27,0.671,3.79,112.2,108.06,4.14,3.81,112.09,107.93,4.16,2011,Oklahoma City Thunder
3,W,NW,47,19,0.712,6.12,110.33,103.77,6.56,6.44,110.3,103.37,6.93,2012,Oklahoma City Thunder
1,W,NW,60,22,0.732,9.21,113.3,103.35,9.95,9.15,113.21,103.33,9.89,2013,Oklahoma City Thunder
3,W,NW,59,23,0.72,6.34,111.32,104.6,6.71,6.65,111.29,104.26,7.04,2014,Oklahoma City Thunder
12,W,NW,45,37,0.549,2.18,108.41,106.18,2.24,2.47,108.42,105.89,2.54,2015,Oklahoma City Thunder
3,W,NW,55,27,0.671,7.28,113.76,106.22,7.54,7.09,113.64,106.29,7.35,2016,Oklahoma City Thunder
10,W,NW,47,35,0.573,0.76,108.95,108.17,0.78,1.15,108.94,107.75,1.18,2017,Oklahoma City Thunder
6,W,NW,48,34,0.585,3.41,111.48,108.02,3.47,3.42,111.5,108.03,3.47,2018,Oklahoma City Thunder
17,E,A,43,39,0.524,0.99,104.05,102.99,1.06,0.38,103.9,103.51,0.39,2001,Orlando Magic
13,E,A,44,38,0.537,1.57,107.71,106.04,1.67,1.25,107.88,106.58,1.3,2002,Orlando Magic
17,E,A,42,40,0.512,0.13,105.84,105.72,0.12,-0.39,105.75,106.2,-0.45,2003,Orlando Magic
29,E,A,21,61,0.256,-7.02,103.53,111.31,-7.78,-7.25,103.84,111.86,-8.02,2004,Orlando Magic
23,E,SE,36,46,0.439,-2.24,105.7,108.01,-2.31,-2.52,105.73,108.33,-2.6,2005,Orlando Magic
18,E,SE,36,46,0.439,-1.07,106.99,108.25,-1.26,-1.26,106.84,108.29,-1.45,2006,Orlando Magic
11,E,SE,40,42,0.488,0.78,105.99,105.03,0.96,0.34,105.76,105.28,0.48,2007,Orlando Magic
10,E,SE,52,30,0.634,5.46,112.12,106.26,5.86,4.79,111.89,106.75,5.14,2008,Orlando Magic
4,E,SE,59,23,0.72,6.7,109.66,102.58,7.08,6.49,109.52,102.66,6.86,2009,Orlando Magic
1,E,SE,59,23,0.72,7.49,112.13,104,8.13,7.12,112.02,104.28,7.73,2010,Orlando Magic
5,E,SE,52,30,0.634,5.46,108.78,102.87,5.91,4.92,108.63,103.31,5.32,2011,Orlando Magic
18,E,SE,37,29,0.561,0.79,105.65,104.87,0.78,0.46,105.77,105.36,0.41,2012,Orlando Magic
29,E,SE,20,62,0.244,-6.99,102.09,109.79,-7.7,-7.12,102.05,109.89,-7.84,2013,Orlando Magic
27,E,SE,23,59,0.28,-5.44,102.14,108.1,-5.96,-5.88,102.06,108.48,-6.41,2014,Orlando Magic
26,E,SE,25,57,0.305,-5.72,102.26,108.34,-6.07,-5.87,102.3,108.54,-6.23,2015,Orlando Magic
19,E,SE,35,47,0.427,-1.62,105.73,107.47,-1.74,-1.68,105.89,107.7,-1.8,2016,Orlando Magic
30,E,SE,29,53,0.354,-6.57,104.23,111.11,-6.88,-6.61,104.3,111.21,-6.92,2017,Orlando Magic
25,E,SE,25,57,0.305,-4.82,105.83,110.85,-5.02,-4.92,105.77,110.88,-5.11,2018,Orlando Magic
7,E,A,56,26,0.683,4.28,104.36,99.73,4.63,3.63,104.09,100.17,3.92,2001,Philadelphia 76ers
12,E,A,43,39,0.524,1.6,103.12,101.42,1.7,1.27,103.02,101.69,1.33,2002,Philadelphia 76ers
12,E,A,48,34,0.585,2.3,105.78,103.26,2.52,1.76,105.6,103.68,1.93,2003,Philadelphia 76ers
22,E,A,33,49,0.402,-2.49,100.29,103.04,-2.76,-2.95,100.28,103.54,-3.26,2004,Philadelphia 76ers
18,E,A,43,39,0.524,-0.74,104,104.86,-0.86,-1.08,103.82,105.03,-1.21,2005,Philadelphia 76ers
22,E,A,38,44,0.463,-1.95,106.89,109,-2.1,-2.11,106.79,109.06,-2.27,2006,Philadelphia 76ers
24,E,A,35,47,0.427,-3.02,104.42,107.77,-3.35,-3.26,104.43,108.04,-3.61,2007,Philadelphia 76ers
14,E,A,40,42,0.488,0.41,107.38,106.91,0.47,0.19,107.25,107.01,0.24,2008,Philadelphia 76ers
15,E,A,41,41,0.5,0.07,108.79,108.79,0,0.16,108.89,108.79,0.1,2009,Philadelphia 76ers
25,E,A,27,55,0.329,-3.9,106.93,111.35,-4.42,-3.93,107.15,111.58,-4.43,2010,Philadelphia 76ers
14,E,A,41,41,0.5,1.5,107.62,106.02,1.6,1.01,107.55,106.48,1.07,2011,Philadelphia 76ers
5,E,A,35,31,0.53,4.24,104.7,100,4.7,3.59,104.42,100.45,3.97,2012,Philadelphia 76ers
24,E,A,34,48,0.415,-3.34,102.69,106.37,-3.68,-3.51,102.59,106.45,-3.86,2013,Philadelphia 76ers
30,E,A,19,63,0.232,-10.45,100.09,110.53,-10.44,-10.66,100.11,110.79,-10.68,2014,Philadelphia 76ers
29,E,A,18,64,0.22,-8.98,96.4,105.7,-9.31,-9.04,96.3,105.67,-9.38,2015,Philadelphia 76ers
30,E,A,10,72,0.122,-10.23,99.65,110.15,-10.5,-9.92,99.83,110.01,-10.18,2016,Philadelphia 76ers
27,E,A,28,54,0.341,-5.7,103.96,109.81,-5.85,-5.83,103.92,109.91,-5.99,2017,Philadelphia 76ers
5,E,A,52,30,0.634,4.5,110.28,105.77,4.51,4.3,110.12,105.81,4.31,2018,Philadelphia 76ers
10,W,P,51,31,0.622,2.21,101.12,98.67,2.45,2.63,100.94,98.03,2.91,2001,Phoenix Suns
17,W,P,36,46,0.439,-0.68,104.07,104.71,-0.64,-0.3,103.98,104.19,-0.21,2002,Phoenix Suns
13,W,P,44,38,0.537,1.13,104.48,103.21,1.27,1.57,104.58,102.83,1.74,2003,Phoenix Suns
21,W,P,29,53,0.354,-3.74,102.33,106.35,-4.02,-2.94,102.5,105.65,-3.14,2004,Phoenix Suns
2,W,P,62,20,0.756,7.12,115.01,107.53,7.49,7.08,115.06,107.63,7.43,2005,Phoenix Suns
4,W,P,54,28,0.659,5.55,112.27,106.45,5.82,5.48,112.32,106.58,5.74,2006,Phoenix Suns
3,W,P,61,21,0.744,7.3,114.68,106.9,7.78,7.27,114.66,106.9,7.76,2007,Phoenix Suns
8,W,P,55,27,0.671,5.05,114.04,108.77,5.27,5.14,114.22,108.86,5.36,2008,Phoenix Suns
12,W,P,46,36,0.561,1.93,114.2,112.3,1.89,1.62,114.12,112.55,1.57,2009,Phoenix Suns
6,W,P,54,28,0.659,4.9,116.11,110.94,5.16,4.68,116.06,111.13,4.93,2010,Phoenix Suns
16,W,P,40,42,0.488,-0.89,110.2,111.15,-0.94,-0.46,110.35,110.83,-0.47,2011,Phoenix Suns
17,W,P,33,33,0.5,-0.24,106.96,107.1,-0.13,0.29,106.96,106.52,0.45,2012,Phoenix Suns
28,W,P,25,57,0.305,-6.46,102,108.82,-6.82,-5.75,102.2,108.24,-6.04,2013,Phoenix Suns
11,W,P,48,34,0.585,2.63,110.26,107.54,2.72,3.02,110.35,107.23,3.12,2014,Phoenix Suns
18,W,P,39,43,0.476,-0.9,105.93,106.85,-0.92,-0.38,105.97,106.34,-0.37,2015,Phoenix Suns
27,W,P,23,59,0.28,-6.66,102.94,109.8,-6.86,-6.32,102.95,109.45,-6.5,2016,Phoenix Suns
26,W,P,24,58,0.293,-5.63,107.32,112.79,-5.47,-5.14,107.43,112.41,-4.98,2017,Phoenix Suns
30,W,P,21,61,0.256,-9.37,104.25,113.51,-9.26,-8.8,104.5,113.19,-8.69,2018,Phoenix Suns
5,W,P,50,32,0.61,4.2,107.08,102.54,4.53,4.52,107.11,102.21,4.9,2001,Portland Trail Blazers
8,W,P,49,33,0.598,2.99,108.2,104.84,3.36,3.2,108.13,104.52,3.61,2002,Portland Trail Blazers
7,W,P,50,32,0.61,2.61,106.41,103.58,2.83,2.98,106.52,103.29,3.23,2003,Portland Trail Blazers
17,W,P,41,41,0.5,-1.27,104.58,106.04,-1.47,-0.58,104.74,105.45,-0.71,2004,Portland Trail Blazers
26,W,NW,27,55,0.329,-4,104.26,108.64,-4.37,-3.45,104.39,108.17,-3.78,2005,Portland Trail Blazers
30,W,NW,21,61,0.256,-9.45,102.06,112.87,-10.81,-8.91,102.35,112.56,-10.21,2006,Portland Trail Blazers
26,W,NW,32,50,0.39,-4.29,105.94,110.79,-4.85,-3.78,106.13,110.42,-4.29,2007,Portland Trail Blazers
15,W,NW,41,41,0.5,-0.98,107.97,109.07,-1.1,-0.52,108.11,108.73,-0.61,2008,Portland Trail Blazers
5,W,NW,54,28,0.659,5.34,114.74,108.68,6.06,5,114.62,108.94,5.67,2009,Portland Trail Blazers
10,W,NW,50,32,0.61,3.3,111.91,108.02,3.88,3.18,111.78,108.04,3.74,2010,Portland Trail Blazers
12,W,NW,48,34,0.585,1.52,109.78,107.93,1.85,1.85,109.73,107.54,2.19,2011,Portland Trail Blazers
20,W,NW,28,38,0.424,-0.62,106.56,107.24,-0.69,-0.21,106.4,106.64,-0.24,2012,Portland Trail Blazers
21,W,NW,33,49,0.402,-3.17,106.21,109.77,-3.56,-2.52,106.45,109.3,-2.85,2013,Portland Trail Blazers
7,W,NW,54,28,0.659,3.99,112.03,107.8,4.22,4.43,112.17,107.49,4.68,2014,Portland Trail Blazers
5,W,NW,51,31,0.622,4.23,108.81,104.3,4.5,4.41,108.72,104.03,4.69,2015,Portland Trail Blazers
13,W,NW,44,38,0.537,0.83,109.55,108.67,0.88,0.98,109.48,108.45,1.03,2016,Portland Trail Blazers
16,W,NW,41,41,0.5,-0.52,110.93,111.46,-0.53,-0.23,111.09,111.31,-0.22,2017,Portland Trail Blazers
9,W,NW,49,33,0.598,2.6,109.58,106.93,2.66,2.6,109.44,106.79,2.66,2018,Portland Trail Blazers
2,W,P,55,27,0.671,5.82,106.32,100.23,6.08,6.07,106.23,99.85,6.38,2001,Sacramento Kings
1,W,P,61,21,0.744,7.61,109.7,101.62,8.08,7.61,109.48,101.37,8.12,2002,Sacramento Kings
2,W,P,59,23,0.72,6.5,106.45,99.5,6.95,6.68,106.36,99.2,7.16,2003,Sacramento Kings
